Salary Estimate,Rating,Company Name,Location,Size,Industry,Sector,Job State,Job Simplified,Vader
133000.0,3.0,Tempus Labs,"Chicago, IL",501 - 1000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,IL,mle,0.24
140500.0,4.7,Recursion Pharmaceuticals,"Salt Lake City, UT",51 - 200,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,UT,data scientist,0.32
70500.0,3.7,P2 Energy Solutions,"Lafayette, LA",501 - 1000,Computer Hardware & Software,Information Technology,LA,data engineer,0.38
84500.0,3.3,Rochester Regional Health,"Rochester, NY",10000+,Health Care Services & Hospitals,Health Care,NY,data scientist,0.18
93500.0,4.0,ClearEdge,"Annapolis Junction, MD",51 - 200,Computer Hardware & Software,Information Technology,MD,data scientist,0.42
134500.0,4.4,Rubius Therapeutics,"Cambridge, MA",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.3
181000.0,3.9,Tapjoy,"San Francisco, CA",201 - 500,Internet,Information Technology,CA,mle,0.36
84500.0,3.3,Rochester Regional Health,"Rochester, NY",10000+,Health Care Services & Hospitals,Health Care,NY,data scientist,0.18
205000.0,4.1,Credit Sesame,"Mountain View, CA",51 - 200,Internet,Information Technology,CA,data engineer,0.62
48500.0,3.6,San Manuel Casino,"Highland, CA",1001 - 5000,Gambling,"Arts, Entertainment & Recreation",CA,analyst,0.23
21500.0,4.0,Texas Health Huguley Hospital,"Burleson, TX",1001 - 5000,Health Care Services & Hospitals,Health Care,TX,data scientist,0.29
52500.0,2.4,Teasdale Latin Foods,"Hoopeston, IL",501 - 1000,Food & Beverage Manufacturing,Manufacturing,IL,data scientist,0.25
124000.0,2.6,Software Engineering Institute,"Pittsburgh, PA",501 - 1000,Colleges & Universities,Education,PA,mle,0.35
64000.0,3.5,Central California Alliance for Health,"Scotts Valley, CA",501 - 1000,Health Care Services & Hospitals,Health Care,CA,data scientist,0.4
98000.0,3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN",10000+,Gas Stations,Retail,TN,data engineer,0.19
27500.0,3.6,Beebe Healthcare,"Millville, DE",1001 - 5000,Health Care Services & Hospitals,Health Care,DE,data scientist,0.24
54000.0,3.3,Palermo's Pizza,"Milwaukee, WI",501 - 1000,Food & Beverage Manufacturing,Manufacturing,WI,data scientist,0.48
81000.0,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MD,data scientist,0.27
107500.0,3.4,Echo Global Logistics,"Chicago, IL",1001 - 5000,Transportation Management,Transportation & Logistics,IL,data engineer,0.34
89000.0,3.7,Lockheed Martin,"Herndon, VA",10000+,Aerospace & Defense,Aerospace & Defense,VA,data scientist,0.31
100500.0,4.8,Acuity Insurance,"Sheboygan, WI",1001 - 5000,Insurance Carriers,Insurance,WI,statistician,0.2
65000.0,3.8,Fareportal,"New York, NY",1001 - 5000,Travel Agencies,Travel & Tourism,NY,analyst,0.47
20000.0,3.4,"Veterans Affairs, Veterans Health Administration","New Orleans, LA",10000+,Federal Agencies,Government,LA,data scientist,0.08
72500.0,4.3,Credera,"Dallas, TX",201 - 500,Consulting,Business Services,TX,data scientist,0.39
87500.0,3.4,Spectrum Communications and Consulting,"Chicago, IL",51 - 200,Advertising & Marketing,Business Services,IL,data scientist,0.35
92500.0,3.1,NCSOFT,"San Mateo, CA",1001 - 5000,Video Games,Media,CA,analyst,0.66
81500.0,3.2,MITRE,"McLean, VA",5001 - 10000,Federal Agencies,Government,VA,data scientist,0.47
79000.0,4.3,"Dayton Freight Lines, Inc.","Dayton, OH",1001 - 5000,Trucking,Transportation & Logistics,OH,analyst,0.83
47500.0,2.8,Community Action Partnership of San Luis Obispo,"Parlier, CA",501 - 1000,Social Assistance,Non-Profit,CA,analyst,0.12
69000.0,3.4,TrueAccord,"San Francisco, CA",51 - 200,Enterprise Software & Network Solutions,Information Technology,CA,analyst,0.37
49000.0,4.0,DRB Systems,"Meridian, ID",201 - 500,Computer Hardware & Software,Information Technology,ID,analyst,0.49
59000.0,3.7,Corcentric,"Cherry Hill, NJ",201 - 500,Enterprise Software & Network Solutions,Information Technology,NJ,analyst,0.49
88500.0,3.5,U.Group,"Indianapolis, IN",201 - 500,IT Services,Information Technology,IN,data scientist,0.29
114500.0,4.7,Systems Evolution Inc.,"New York, NY",201 - 500,Consulting,Business Services,NY,data scientist,0.46
88000.0,4.4,Eventbrite,"Nashville, TN",1001 - 5000,Internet,Information Technology,TN,data engineer,0.26
100000.0,4.1,Centro,"Chicago, IL",501 - 1000,Internet,Information Technology,IL,data engineer,0.35
96500.0,2.5,comScore,"Portland, OR",1001 - 5000,Advertising & Marketing,Business Services,OR,data scientist,0.37
76000.0,4.2,SullivanCotter,"Minneapolis, MN",201 - 500,Consulting,Business Services,MN,analyst,0.29
15500.0,3.9,NPD,"Port Washington, NY",1001 - 5000,Research & Development,Business Services,NY,data scientist,0.42
83500.0,4.3,Bakery Agency,"Austin, TX",1 - 50,Advertising & Marketing,Business Services,TX,data scientist,0.56
163000.0,3.9,Genentech,"South San Francisco, CA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.16
100000.0,3.4,Blue Cross & Blue Shield of Rhode Island,"Providence, RI",501 - 1000,Insurance Carriers,Insurance,RI,analyst,0.25
52500.0,3.8,Boys Town,"Omaha, NE",1001 - 5000,Social Assistance,Non-Profit,NE,research scientist,0.45
50000.0,3.3,The HSC Health Care System,"Washington, DC",501 - 1000,Health Care Services & Hospitals,Health Care,DC,analyst,0.3
93000.0,3.4,Pro-Sphere Tek,"Austin, TX",201 - 500,Consulting,Business Services,TX,data engineer,0.29
94500.0,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH",1001 - 5000,Insurance Agencies & Brokerages,Insurance,OH,data scientist,0.57
102000.0,3.7,Genworth,"Raleigh, NC",1001 - 5000,Insurance Carriers,Insurance,NC,data scientist,0.5
155000.0,3.2,"Numeric, LLC","Phila, PA",1 - 50,Staffing & Outsourcing,Business Services,PA,data scientist,0.32
108000.0,3.9,Trace Data,"Oakland, CA",51 - 200,Insurance Carriers,Insurance,CA,data scientist,0.42
63500.0,4.2,Clearwater Analytics,"Boise, ID",501 - 1000,Investment Banking & Asset Management,Finance,ID,analyst,0.24
109000.0,4.0,"Tekvalley, Corp.","San Francisco, CA",1 - 50,IT Services,Information Technology,CA,data scientist,0.49
96000.0,3.5,BWX Technologies,"Oak Ridge, TN",5001 - 10000,Aerospace & Defense,Aerospace & Defense,TN,data scientist,0.18
101000.0,3.2,PennyMac,"Agoura Hills, CA",1001 - 5000,Lending,Finance,CA,data engineer,0.65
77500.0,3.9,Vermeer,"Pella, IA",1001 - 5000,Industrial Manufacturing,Manufacturing,IA,data engineer,0.2
90000.0,3.5,L&T Infotech,"San Ramon, CA",10000+,IT Services,Information Technology,CA,data scientist,0.31
58000.0,4.3,OceanFirst Financial,"Red Bank, NJ",501 - 1000,Banks & Credit Unions,Finance,NJ,analyst,0.27
128000.0,3.6,Sotheby's,"New York, NY",1001 - 5000,Auctions & Galleries,Retail,NY,data scientist,0.36
101000.0,2.3,Vanda Pharmaceuticals,"Washington, DC",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,DC,data scientist,0.99
142000.0,4.0,Novetta,"Fort Belvoir, VA",501 - 1000,Enterprise Software & Network Solutions,Information Technology,VA,data scientist,0.49
169000.0,4.1,CK-12 Foundation,"Palo Alto, CA",1 - 50,K-12 Education,Education,CA,data scientist,0.54
52500.0,4.2,Opinion Dynamics,"San Diego, CA",51 - 200,Consulting,Business Services,CA,data scientist,0.57
75500.0,4.6,Applied Information Sciences,"Houston, TX",501 - 1000,IT Services,Information Technology,TX,data engineer,0.53
139000.0,3.7,Swiss Re,"Armonk, NY",10000+,Insurance Agencies & Brokerages,Insurance,NY,data scientist,0.32
102500.0,3.7,Takeda Pharmaceuticals,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data engineer,0.28
60500.0,4.4,WK Dickson,"Columbia, SC",201 - 500,Architectural & Engineering Services,Business Services,SC,data scientist,0.49
125000.0,3.9,Genentech,"South San Francisco, CA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.36
81000.0,3.6,MassMutual,"Springfield, MA",5001 - 10000,Insurance Carriers,Insurance,MA,analyst,0.48
77000.0,3.4,General Dynamics Information Technology,"Washington, DC",10000+,IT Services,Information Technology,DC,analyst,0.32
92000.0,4.1,ManTech,"Herndon, VA",5001 - 10000,Research & Development,Business Services,VA,data engineer,0.32
121000.0,3.8,Novartis,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.34
162500.0,4.0,Autodesk,"San Francisco, CA",5001 - 10000,Computer Hardware & Software,Information Technology,CA,data engineer,0.79
60000.0,3.9,Southwest Research Institute,"San Antonio, TX",1001 - 5000,Research & Development,Business Services,TX,research scientist,0.26
90500.0,4.4,SpringML,"Indianapolis, IN",1 - 50,Enterprise Software & Network Solutions,Information Technology,IN,data engineer,0.34
110000.0,2.2,The Integer Group,"Dallas, TX",501 - 1000,Advertising & Marketing,Business Services,TX,data scientist,0.38
70500.0,4.1,ManTech,"Portsmouth, VA",5001 - 10000,Research & Development,Business Services,VA,analyst,0.25
76500.0,3.8,PNNL,"Richland, WA",1001 - 5000,Energy,"Oil, Gas, Energy & Utilities",WA,data scientist,0.24
92000.0,3.6,MassMutual,"Springfield, MA",5001 - 10000,Insurance Carriers,Insurance,MA,data engineer,0.31
82000.0,3.5,Esri,"Arlington, VA",1001 - 5000,Computer Hardware & Software,Information Technology,VA,data scientist,0.49
164500.0,3.3,Samba TV,"San Francisco, CA",201 - 500,Advertising & Marketing,Business Services,CA,data scientist,0.28
44000.0,3.4,SV Microwave,"West Palm Beach, FL",201 - 500,Telecommunications Manufacturing,Telecommunications,FL,analyst,0.56
109000.0,4.4,SpringML,"Herndon, VA",1 - 50,Enterprise Software & Network Solutions,Information Technology,VA,data engineer,0.4
149500.0,3.8,Sumo Logic,"Austin, TX",501 - 1000,Computer Hardware & Software,Information Technology,TX,data engineer,0.21
65500.0,3.5,EAB,"Washington, DC",1001 - 5000,Research & Development,Business Services,DC,data engineer,0.49
124500.0,3.5,Brighthouse Financial,"Charlotte, NC",1001 - 5000,Insurance Carriers,Insurance,NC,data scientist,0.51
114000.0,2.9,Affinity Solutions,"San Jose, CA",51 - 200,Advertising & Marketing,Business Services,CA,data engineer,0.37
49000.0,3.9,Citadel Federal Credit Union,"Exton, PA",501 - 1000,Banks & Credit Unions,Finance,PA,analyst,0.33
71000.0,3.7,CALIBRE Systems,"Alexandria, VA",501 - 1000,IT Services,Information Technology,VA,analyst,0.29
101000.0,3.6,MassMutual,"Boston, MA",5001 - 10000,Insurance Carriers,Insurance,MA,data scientist,0.26
61000.0,3.7,Motorola Solutions,"Chicago, IL",10000+,Computer Hardware & Software,Information Technology,IL,analyst,0.29
103500.0,3.1,Reynolds American,"Owensboro, KY",5001 - 10000,Consumer Products Manufacturing,Manufacturing,KY,data scientist,0.45
63000.0,3.6,MassMutual,"Springfield, MA",5001 - 10000,Insurance Carriers,Insurance,MA,data scientist,0.5
62500.0,3.0,Infosys,"Hartford, CT",10000+,IT Services,Information Technology,CT,data scientist,0.32
94500.0,3.5,Alignment Healthcare,"Orange, CA",501 - 1000,Health Care Services & Hospitals,Health Care,CA,data engineer,0.38
154500.0,3.5,Sunovion,"Marlborough, MA",1001 - 5000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.27
87000.0,3.7,Cboe Global Markets,"Lenexa, KS",501 - 1000,Stock Exchanges,Finance,KS,mle,0.17
64500.0,3.2,Guidepoint,"New York, NY",501 - 1000,Research & Development,Business Services,NY,data engineer,0.45
111500.0,2.1,Cerus Corporation,"Concord, CA",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.48
154500.0,3.7,Takeda Pharmaceuticals,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data engineer,0.3
128500.0,4.4,Maven Wave Partners,"Chicago, IL",201 - 500,Consulting,Business Services,IL,data scientist,0.26
31500.0,3.7,Vail Health,"Vail, CO",501 - 1000,Health Care Services & Hospitals,Health Care,CO,data scientist,0.03
137000.0,3.9,AstraZeneca,"New York, NY",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NY,data scientist,0.18
99000.0,4.0,Pinnacol Assurance,"Denver, CO",501 - 1000,Insurance Carriers,Insurance,CO,data engineer,0.45
139500.0,4.4,MathWorks,"Natick, MA",1001 - 5000,Computer Hardware & Software,Information Technology,MA,data scientist,0.47
109000.0,3.4,MetroStar Systems,"Rockville, MD",201 - 500,IT Services,Information Technology,MD,data engineer,0.39
254000.0,3.3,Liberty Mutual Insurance,"Chicago, IL",10000+,Insurance Carriers,Insurance,IL,data scientist,0.37
73000.0,2.9,Audentes Therapeutics,"South San Francisco, CA",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.3
99500.0,3.1,Reynolds American,"Winston-Salem, NC",5001 - 10000,Consumer Products Manufacturing,Manufacturing,NC,data scientist,0.47
45500.0,3.3,National Interstate,"Richfield, OH",501 - 1000,Insurance Carriers,Insurance,OH,analyst,0.31
122500.0,4.5,Moser Consulting,"Indianapolis, IN",51 - 200,Consulting,Business Services,IN,data engineer,0.62
140000.0,3.9,TransUnion,"Chicago, IL",5001 - 10000,Financial Analytics & Research,Finance,IL,data scientist,0.44
77500.0,3.2,MITRE,"Hampton, VA",5001 - 10000,Federal Agencies,Government,VA,data scientist,0.38
26500.0,3.3,Mcphail Associates,"Cambridge, MA",1 - 50,Construction,"Construction, Repair & Maintenance",MA,data scientist,0.15
117500.0,3.1,Reynolds American,"Winston-Salem, NC",5001 - 10000,Consumer Products Manufacturing,Manufacturing,NC,data scientist,0.54
70500.0,2.4,Crown Bioscience,"San Diego, CA",501 - 1000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.38
61500.0,4.8,HOVER,"San Francisco, CA",51 - 200,Computer Hardware & Software,Information Technology,CA,data scientist,0.57
70000.0,2.9,Q2 Solutions,"Ithaca, NY",1001 - 5000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NY,data scientist,0.42
80000.0,2.9,Q2 Solutions,"Marietta, GA",1001 - 5000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,GA,data scientist,0.59
90000.0,3.4,Arbella Insurance,"Quincy, MA",1001 - 5000,Insurance Carriers,Insurance,MA,data engineer,0.27
73500.0,2.6,Software Engineering Institute,"Pittsburgh, PA",501 - 1000,Colleges & Universities,Education,PA,data scientist,0.47
129500.0,3.6,MassMutual,"Boston, MA",5001 - 10000,Insurance Carriers,Insurance,MA,data scientist,0.45
167500.0,4.0,Pfizer,"New York, NY",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NY,data scientist,0.51
60000.0,3.8,Associated Banc-Corp,"Green Bay, WI",1001 - 5000,Banks & Credit Unions,Finance,WI,analyst,0.29
180000.0,3.9,Zest AI,"Burbank, CA",51 - 200,Financial Analytics & Research,Finance,CA,data scientist,0.6
65000.0,3.8,Fareportal,"New York, NY",1001 - 5000,Travel Agencies,Travel & Tourism,NY,analyst,0.3
112500.0,4.3,Genesys,"Durham, NC",5001 - 10000,Computer Hardware & Software,Information Technology,NC,data engineer,0.28
87500.0,1.9,Moda Operandi,"New York, NY",201 - 500,"Department, Clothing, & Shoe Stores",Retail,NY,analyst,0.48
51500.0,3.3,Liberty Mutual Insurance,"Indianapolis, IN",10000+,Insurance Carriers,Insurance,IN,data modeler,0.56
51000.0,4.7,QK,"Clovis, CA",51 - 200,Architectural & Engineering Services,Business Services,CA,data scientist,0.13
62500.0,3.1,Santander,"Boston, MA",10000+,Banks & Credit Unions,Finance,MA,data scientist,0.43
100000.0,3.4,Tivity Health,"Chandler, AZ",501 - 1000,Health Care Services & Hospitals,Health Care,AZ,data engineer,0.33
85000.0,4.4,BRMi,"Chantilly, VA",51 - 200,IT Services,Information Technology,VA,data engineer,0.28
122000.0,3.9,Luminar Technologies,"Orlando, FL",201 - 500,Computer Hardware & Software,Information Technology,FL,data scientist,0.58
66500.0,3.9,"Emtec, Inc.","Chicago, IL",501 - 1000,Enterprise Software & Network Solutions,Information Technology,IL,data scientist,0.52
70500.0,4.7,Veterans United Home Loans,"Columbia, MO",1001 - 5000,Lending,Finance,MO,data scientist,0.54
138500.0,4.7,Praetorian,"Austin, TX",51 - 200,Security Services,Business Services,TX,data engineer,0.69
107500.0,3.4,PA Consulting,"Boston, MA",1001 - 5000,Consulting,Business Services,MA,data scientist,0.51
120500.0,3.8,Agios Pharmaceuticals,"Cambridge, MA",501 - 1000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.45
81000.0,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MD,data scientist,0.35
103500.0,3.1,Reynolds American,"Owensboro, KY",5001 - 10000,Consumer Products Manufacturing,Manufacturing,KY,data scientist,0.45
162000.0,4.0,Glassdoor,"San Francisco, CA",1001 - 5000,Internet,Information Technology,CA,data engineer,0.35
68500.0,3.5,Esri,"Redlands, CA",1001 - 5000,Computer Hardware & Software,Information Technology,CA,data scientist,0.62
110500.0,3.4,Assurant,"Westlake, OH",10000+,Insurance Carriers,Insurance,OH,data scientist,0.62
115500.0,3.7,F&G,"Des Moines, IA",201 - 500,Insurance Carriers,Insurance,IA,data engineer,0.49
80500.0,3.8,PNNL,"Richland, WA",1001 - 5000,Energy,"Oil, Gas, Energy & Utilities",WA,data scientist,0.41
43000.0,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",501 - 1000,Lending,Finance,IA,analyst,0.38
140000.0,4.4,Acceleron Pharma,"Cambridge, MA",201 - 500,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.43
66500.0,3.0,AmeriHealth Caritas,"Philadelphia, PA",5001 - 10000,Insurance Carriers,Insurance,PA,analyst,0.29
94500.0,4.7,Strategic Employment Partners,"San Francisco, CA",51 - 200,Staffing & Outsourcing,Business Services,CA,data engineer,0.74
119000.0,3.8,PNNL,"Seattle, WA",1001 - 5000,Energy,"Oil, Gas, Energy & Utilities",WA,data scientist,0.41
25000.0,3.2,Catholic Health Initiatives,"Omaha, NE",10000+,Health Care Services & Hospitals,Health Care,NE,data scientist,0.25
194500.0,3.3,Liberty Mutual Insurance,"Chicago, IL",10000+,Insurance Carriers,Insurance,IL,data scientist,0.5
71500.0,3.9,Southwest Research Institute,"San Antonio, TX",1001 - 5000,Research & Development,Business Services,TX,data scientist,0.3
105500.0,3.7,Applied Research Laboratories,"Austin, TX",501 - 1000,Colleges & Universities,Education,TX,data scientist,0.17
74000.0,3.1,Reynolds American,"Winston-Salem, NC",5001 - 10000,Consumer Products Manufacturing,Manufacturing,NC,data scientist,0.41
62500.0,3.7,Raytheon,"Huntsville, AL",10000+,Aerospace & Defense,Aerospace & Defense,AL,analyst,0.2
65500.0,4.3,RTI International,"Durham, NC",1001 - 5000,Research & Development,Business Services,NC,data scientist,0.56
161500.0,3.6,TRANZACT,"Fort Lee, NJ",1001 - 5000,Advertising & Marketing,Business Services,NJ,data scientist,0.45
72500.0,2.1,United BioSource,"Blue Bell, PA",1001 - 5000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,PA,analyst,0.31
139000.0,3.9,Figure Eight,"San Francisco, CA",51 - 200,Computer Hardware & Software,Information Technology,CA,data engineer,0.24
136500.0,3.9,Tapjoy,"San Francisco, CA",201 - 500,Internet,Information Technology,CA,data engineer,0.53
74500.0,3.8,Fareportal,"New York, NY",1001 - 5000,Travel Agencies,Travel & Tourism,NY,mle,0.61
80500.0,3.1,Reynolds American,"Winston-Salem, NC",5001 - 10000,Consumer Products Manufacturing,Manufacturing,NC,statistician,0.37
101000.0,5.0,Royce Geospatial,"Springfield, VA",51 - 200,Aerospace & Defense,Aerospace & Defense,VA,data scientist,0.68
116500.0,3.6,Citi,"Jersey City, NJ",10000+,Investment Banking & Asset Management,Finance,NJ,data scientist,0.45
232500.0,4.7,Sage Intacct,"San Francisco, CA",501 - 1000,Computer Hardware & Software,Information Technology,CA,mle,0.25
120500.0,3.5,Scale AI,"San Francisco, CA",51 - 200,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.43
153000.0,2.7,Change Healthcare,"Emeryville, CA",10000+,IT Services,Information Technology,CA,data scientist,0.49
127000.0,3.4,MZ,"Palo Alto, CA",501 - 1000,Internet,Information Technology,CA,data scientist,0.36
85500.0,4.7,HG Insights,"Santa Barbara, CA",51 - 200,Computer Hardware & Software,Information Technology,CA,data scientist,0.46
76500.0,2.8,"1-800-FLOWERS.COM, Inc.","Carle Place, NY",1001 - 5000,Wholesale,Business Services,NY,data scientist,0.58
128000.0,3.5,CBS Interactive,"New York, NY",1001 - 5000,TV Broadcast & Cable Networks,Media,NY,data scientist,0.35
91500.0,3.2,"Numeric, LLC","King of Prussia, PA",1 - 50,Staffing & Outsourcing,Business Services,PA,data engineer,0.46
177000.0,3.7,Samsung Research America,"Mountain View, CA",1001 - 5000,Computer Hardware & Software,Information Technology,CA,data engineer,0.46
107000.0,4.7,Systems & Technology Research,"Arlington, VA",201 - 500,Aerospace & Defense,Aerospace & Defense,VA,data scientist,0.62
154500.0,4.1,Netskope,"Santa Clara, CA",501 - 1000,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.56
113500.0,4.0,Lorven Technologies Inc,"Santa Clara, CA",1 - 50,Accounting,Accounting & Legal,CA,data scientist,0.23
143500.0,2.5,CareDx,"Brisbane, CA",1 - 50,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CA,data scientist,0.52
113500.0,3.9,Serigor Inc.,"San Francisco, CA",1 - 50,IT Services,Information Technology,CA,data scientist,0.52
101500.0,3.4,Leidos,"Springfield, VA",10000+,Aerospace & Defense,Aerospace & Defense,VA,data scientist,0.29
73000.0,3.6,Beckman Coulter Diagnostics,"New York, NY",10000+,Health Care Products Manufacturing,Manufacturing,NY,analyst,0.31
80500.0,3.5,IHS Markit,"New York, NY",10000+,Consulting,Business Services,NY,data scientist,0.37
139500.0,3.5,e-IT Professionals Corp.,"Foster City, CA",51 - 200,"Health, Beauty, & Fitness",Consumer Services,CA,data scientist,0.99
145500.0,4.8,TechProjects,"New York, NY",1 - 50,IT Services,Information Technology,NY,data scientist,0.33
87000.0,4.0,Biz2Credit Inc,"New York, NY",201 - 500,Lending,Finance,NY,data scientist,0.44
100500.0,4.2,PeoplesBank,"Holyoke, MA",201 - 500,Banks & Credit Unions,Finance,MA,data scientist,0.22
147000.0,3.8,Capgemini,"New York, NY",10000+,Enterprise Software & Network Solutions,Information Technology,NY,data scientist,0.2
110500.0,3.7,GNY Insurance Companies,"New York, NY",201 - 500,Insurance Carriers,Insurance,NY,data engineer,0.63
94000.0,4.6,"Conch Technologies, Inc","Waltham, MA",51 - 200,Consulting,Business Services,MA,data scientist,0.31
123500.0,4.3,Medidata Solutions,"New York, NY",1001 - 5000,Enterprise Software & Network Solutions,Information Technology,NY,data scientist,0.37
73000.0,4.0,HP Inc.,"Corvallis, OR",10000+,Computer Hardware & Software,Information Technology,OR,data engineer,0.12
165000.0,3.9,Quartet Health,"New York, NY",201 - 500,Enterprise Software & Network Solutions,Information Technology,NY,data scientist,0.29
59500.0,3.1,Success Academy Charter Schools,"New York, NY",1001 - 5000,K-12 Education,Education,NY,analyst,0.42
66000.0,3.6,AXION Healthcare Solutions,"New York, NY",1 - 50,Health Care Services & Hospitals,Health Care,NY,analyst,0.13
75500.0,4.2,ExecOnline,"New York, NY",51 - 200,Education Training Services,Education,NY,data scientist,0.38
87000.0,4.0,Mteq,"Fort Belvoir, VA",501 - 1000,Aerospace & Defense,Aerospace & Defense,VA,mle,0.26
140000.0,3.9,AstraZeneca,"Gaithersburg, MD",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MD,data scientist,0.35
86000.0,3.7,Brillient,"Silver Spring, MD",201 - 500,IT Services,Information Technology,MD,data scientist,0.33
116500.0,4.4,Entefy,"Palo Alto, CA",1 - 50,Internet,Information Technology,CA,data scientist,0.31
80000.0,3.4,Trace3,"Houston, TX",501 - 1000,IT Services,Information Technology,TX,data engineer,0.37
173000.0,3.7,Northrop Grumman,"San Jose, CA",10000+,Aerospace & Defense,Aerospace & Defense,CA,data scientist,0.28
68500.0,3.5,Saama Technologies Inc,"Phoenix, AZ",501 - 1000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,AZ,data engineer,0.26
172000.0,4.4,Two Sigma,"New York, NY",1001 - 5000,Investment Banking & Asset Management,Finance,NY,data scientist,0.32
95000.0,3.9,AstraZeneca,"Gaithersburg, MD",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MD,data scientist,0.54
69500.0,3.2,MITRE,"Bedford, MA",5001 - 10000,Federal Agencies,Government,MA,data scientist,0.48
97500.0,4.0,Strategic Financial Solutions,"New York, NY",501 - 1000,Consumer Product Rental,Consumer Services,NY,data scientist,0.46
95000.0,3.4,"Remedy BPCI Partners, LLC.","New York, NY",201 - 500,Health Care Services & Hospitals,Health Care,NY,data scientist,0.31
194000.0,3.2,The Climate Corporation,"San Francisco, CA",501 - 1000,Enterprise Software & Network Solutions,Information Technology,CA,data scientist,0.53
104500.0,3.5,Crossix Solutions,"New York, NY",201 - 500,Advertising & Marketing,Business Services,NY,data scientist,0.54
85500.0,4.2,Clarity Insights,"Charlotte, NC",201 - 500,IT Services,Information Technology,NC,data engineer,0.34
50000.0,4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",10000+,Religious Organizations,Non-Profit,UT,analyst,0.24
113000.0,3.1,NCSOFT,"Aliso Viejo, CA",1001 - 5000,Video Games,Media,CA,data engineer,0.38
90500.0,3.9,GSK,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.42
153000.0,4.3,Factual,"Los Angeles, CA",51 - 200,Computer Hardware & Software,Information Technology,CA,data scientist,0.53
123500.0,3.3,TriNet,"Dublin, CA",1001 - 5000,Consulting,Business Services,CA,analyst,0.38
47000.0,3.9,Signpost,"New York, NY",201 - 500,Internet,Information Technology,NY,analyst,0.62
162000.0,4.0,Adobe,"San Jose, CA",10000+,Computer Hardware & Software,Information Technology,CA,data scientist,0.36
133500.0,3.5,Sartorius,"Arvada, CO",5001 - 10000,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,CO,data scientist,0.71
109000.0,3.2,Equian LLC,"Franklin, TN",1001 - 5000,Health Care Services & Hospitals,Health Care,TN,data engineer,0.73
125000.0,3.2,Information Builders,"New York, NY",1001 - 5000,Computer Hardware & Software,Information Technology,NY,mle,0.33
106500.0,3.8,Novartis,"Cambridge, MA",10000+,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,MA,data scientist,0.5
54000.0,3.7,The Hanover Insurance Group,"Worcester, MA",5001 - 10000,Insurance Carriers,Insurance,MA,analyst,0.39
37500.0,3.0,Greenway Health,"Tampa, FL",1001 - 5000,Enterprise Software & Network Solutions,Information Technology,FL,analyst,0.53
53500.0,3.8,Fareportal,"New York, NY",1001 - 5000,Travel Agencies,Travel & Tourism,NY,analyst,0.6
168000.0,4.7,Confluent,"Mountain View, CA",501 - 1000,Computer Hardware & Software,Information Technology,CA,data scientist,0.4
