Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Industry,Sector,Revenue,Job State,Job Simplified,Seniority,Vader
 Job Type : Contract to hire
 Job Location : Remote
 AI Engineer / Architect role is part of Service Excellence Automation team. The individual should lead and do the solution architecture and engineering support for solutions in the field of Artificial Intelligence & Machine Learning, Text Analytics and enterprise integrations.
 Your key responsibilities
 Hands-on experience in building NLP, Machine Learning (Deep Learning), Statistical Learning & Deep Learning models with python programming.",3.7,Stemuli Studios Inc.,Remote,1 - 50,Business Consulting,Management & Consulting,0 - 1,Remote,mle,,0.49

Associate Research Analyst (Associate Data Scientist),79904,"PRIMARY PURPOSE
 CNA is looking for Data Scientists/Analysts to join our Data Science Division (DSD). We are a collaborative team who provide data science expertise and support to the Department of the Navy and Department of Defense. We develop models and analytics to solve problems across all Navy domains, including aviation, surface warfare, undersea warfare, cyber, logistics, readiness, force generation, sustainment, acquisition, and cost modeling.
 
 Our Data Scientists/Analysts work on projects involving large datasets and complex questions that demand advanced coding skills as well as statistical and modelling techniques. We are passionate about using our skills to help the Navy achieve its goals and stay ahead of adversaries. We are a team that enjoys working together to solve complex problems. Our work leverages agile project management techniques to support faster cycle times to insights and to develop analytic minimum viable products.
 
 At CNA, we foster an inclusive culture that values diverse backgrounds and perspectives. Our flexible and engaging work environment encourages iterative and creative collaboration at every stage of the problem-solving process. We are committed to helping clients develop effective solutions to better manage their programs through scientific, data-driven approaches. We offer competitive salaries and benefits packages, including health insurance, retirement plans, and paid time off. We also offer opportunities for professional development and growth, including training and mentorship programs.",4.0,CNA,"Arlington, VA",501 - 1000,Aerospace & Defense,Aerospace & Defense,100 - 500,VA,analyst,associate,0.44

Associate Data Science Analyst,75232,"Job Number: 230005JH
 Cleveland, Ohio | CLEVELAND, Ohio
 Primary Location: Cleveland, Ohio 44115
 Travel: Yes, 10 % of the Time
 Schedule: Full-time
 Base Salary: $63117.60 - $87345.69 per year
 Posted: 3/30/2023
 Description
 Here, we believe there’s not one path to success, we believe in careers that grow with you. Whoever you are or wherever you come from in the world, there’s a place for you at Sherwin Williams. We provide you with the opportunity to explore your curiosity and drive us forward. We’ll give you the space to share your strengths and we want you to show us what you can do. You can innovate, grow and discover in a place where you can thrive and Let Your Colors Show! Sherwin-Williams values the unique talents and abilities from all backgrounds and characteristics. All qualified individuals are encouraged to apply, including individuals with disabilities and Protected Veterans.",3.8,Sherwin-Williams,"Cleveland, OH",10000+,Consumer Product Manufacturing,Manufacturing,10000+,OH,analyst,associate,0.54

Senior Data Analyst,115875,"About us
 RiverNorth is a “Teal” IT Services company that believes in bringing consulting back to contracting. We support IT modernization programs for federal and state subsidy programs and financial regulators through technical systems and data analysis, business architecture, project management, and agile services.
 We started this company to provide a place for those who have never felt “whole” at a larger, traditional company. Wholeness is more than a buzzword for RiverNorth, it is a priority. We hire people whose passions are not easily contained to weekends. We are a company of hobbyists, enthusiasts, and nerds who believe that our individual identities should be celebrated and not hidden. Our culture thrives on the diversity and authenticity inherent in wholeness, meaning we will never ask you to compromise who you are to work at RiverNorth.",-1.0,"RiverNorth, Inc.","Bethesda, MD",,,,,MD,analyst,senior,0.2
